"Symbol","Company Name","Sector","Industry"
"ASPS","Altisource Portfolio Solutions S.A.","Real Estate","Real Estate Management & Development"
"ASPU","Aspen Group Inc","Consumer Discretionary","Diversified Consumer Services"
"ASR","Grupo Aeroportuario dl Srst SAB CV (ADR)","Industrials","Transportation Infrastructure"
"ASRT","Assertio Holdings Inc","Health Care","Pharmaceuticals"
"ASRV","AmeriServ Financial, Inc.","Financials","Banks"
"ASRVP","Ameriserv Capital Trust I","",""
"ASTC","Astrotech Corp","Industrials","Aerospace & Defense"
"ASTE","Astec Industries, Inc.","Industrials","Machinery"
"ASUR","Asure Software Inc","Information Technology","Software"
"ASX","ASE Technology Holding Co Ltd (ADR)","Information Technology","Semiconductors & Semiconductor Equipment"
"ASYS","Amtech Systems, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"AT","Atlantic Power Corp","Utilities","Independent Power & Renewable Electricity Producers"
"ATAX","America First Multifamily Investors LP","Financials","Thrifts & Mortgage Finance"
"ATCO","Atlas Corp (British Columbia)","Industrials","Marine"
"ATCO-D","Atlas Corp (British Columbia)","Industrials","Marine"
"ATCO-E","Atlas Corp (British Columbia)","Industrials","Marine"
"ATCO-G","Atlas Corp (British Columbia)","Industrials","Marine"
"ATCO-H","Atlas Corp (British Columbia)","Industrials","Marine"
"ATCO-I","Atlas Corp (British Columbia)","Industrials","Marine"
"ATCX","Atlas Technical Consultants Inc","",""
"ATEC","Alphatec Holdings Inc","Health Care","Health Care Equipment & Supplies"
"ATEN","A10 Networks Inc","Information Technology","Software"
"ATEX","Anterix Inc","Communication Services","Diversified Telecommunication Services"
"ATGE","Adtalem Global Education Inc","Consumer Discretionary","Diversified Consumer Services"
"ATH","Athene Holding Ltd","Financials","Insurance"
"ATHE","Alterity Therapeutics Ltd (ADR)","Health Care","Biotechnology"
"ATHM","Autohome Inc (ADR)","Communication Services","Interactive Media & Services"
"ATHX","Athersys Inc","Health Care","Biotechnology"
"ATI","Allegheny Technologies Incorporated","Materials","Metals & Mining"
"ATIF","ATIF Holdings Ltd","Industrials","Professional Services"
"ATKR","Atkore International Group Inc","Industrials","Electrical Equipment"
"ATLC","Atlanticus Holdings Corp","Financials","Consumer Finance"
"ATLO","Ames National Corporation","Financials","Banks"
"ATNI","ATN International Inc","Communication Services","Diversified Telecommunication Services"
"ATNM","Actinium Pharmaceuticals Inc","Health Care","Biotechnology"
"ATNX","Athenex Inc","Health Care","Biotechnology"
"ATO","Atmos Energy Corporation","Utilities","Gas Utilities"
"ATOM","Atomera Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"ATOS","Atossa Therapeutics Inc","Health Care","Health Care Equipment & Supplies"
"ATR","AptarGroup, Inc.","Materials","Containers & Packaging"
"ATRA","Atara Biotherapeutics Inc","Health Care","Biotechnology"
"ATRC","AtriCure Inc.","Health Care","Health Care Equipment & Supplies"
"ATRI","Atrion Corporation","Health Care","Health Care Equipment & Supplies"
"ATRO","Astronics Corporation","Industrials","Aerospace & Defense"
"ATRS","Antares Pharma Inc","Health Care","Health Care Equipment & Supplies"
"ATSG","Air Transport Services Group Inc.","Industrials","Air Freight & Logistics"
"ATTO","Atento SA","Industrials","Commercial Services & Supplies"
"ATUS","Altice USA Inc","Communication Services","Media"
"ATV","Acorn International, Inc. (ADR)","Consumer Discretionary","Internet & Direct Marketing Retail"
"ATVI","Activision Blizzard, Inc.","Communication Services","Entertainment"
"ATXI","Avenue Therapeutics Inc","Health Care","Pharmaceuticals"
"AU","AngloGold Ashanti Limited (ADR)","Materials","Metals & Mining"
"AUB","Atlantic Union Bankshares Corp","Financials","Banks"
"AUBN","Auburn National Bancorporation Inc","Financials","Banks"
"AUMN","Golden Minerals Co","Materials","Metals & Mining"
"AUTL","Autolus Therapeutics Ltd - ADR","Health Care","Biotechnology"
"AUTO","Autoweb Inc","Communication Services","Interactive Media & Services"
"AVA","Avista Corp","Utilities","Multi-Utilities"
"AVAV","AeroVironment, Inc.","Industrials","Aerospace & Defense"
"AVB","AvalonBay Communities Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"AVCO","Avalon Globocare Corp","Health Care","Health Care Providers & Services"
"AVCT","American Virtual Cloud Technologies Inc","",""
"AVD","American Vanguard Corp.","Materials","Chemicals"
"AVDL","Avadel Pharmaceuticals PLC (ADR)","Health Care","Pharmaceuticals"
"AVEO","AVEO Pharmaceuticals, Inc.","Health Care","Biotechnology"
"AVGO","Broadcom Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"AVGR","Avinger Inc","Health Care","Health Care Equipment & Supplies"
"AVH","Avianca Holdings SA (ADR)","Industrials","Airlines"
"AVID","Avid Technology, Inc.","Information Technology","Technology Hardware, Storage & Peripherals"
"AVK","Advent Convertible and Income Fund","",""
"AVLR","Avalara Inc","Information Technology","Software"
"AVNS","Avanos Medical Inc","Health Care","Health Care Equipment & Supplies"
"AVNW","Aviat Networks Inc","Information Technology","Communications Equipment"
"AVRO","Avrobio Inc","Health Care","Biotechnology"
"AVT","Avnet, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"AVTR","Avantor Inc","Health Care","Life Sciences Tools & Services"
"AVTR-A","Avantor Inc","Health Care","Life Sciences Tools & Services"
"AVXL","Anavex Life Sciences Corp","Health Care","Biotechnology"
"AVY","Avery Dennison Corp","Materials","Containers & Packaging"
"AVYA","Avaya Holdings Corp","Information Technology","Software"
"AWF","AllianceBernstein Global Hgh Incm Fd Inc","",""
"AWI","Armstrong World Industries Inc","Industrials","Building Products"
"AWK","American Water Works Company Inc","Utilities","Water Utilities"
"AWP","Alpine Global Premier Properties Fund","",""
"AWR","American States Water Co","Utilities","Water Utilities"
"AWRE","Aware, Inc.","Information Technology","Software"
"AWX","Avalon Holdings Corp","Industrials","Commercial Services & Supplies"
"AX","Axos Financial Inc","Financials","Thrifts & Mortgage Finance"
"AXAS","Abraxas Petroleum Corp.","Energy","Oil, Gas & Consumable Fuels"
"AXDX","Accelerate Diagnostics Inc","Health Care","Life Sciences Tools & Services"
"AXE","Anixter International Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"AXGN","AxoGen Inc","Health Care","Health Care Equipment & Supplies"
"AXGT","Axovant Gene Therapies Ltd","Health Care","Biotechnology"
"AXL","American Axle & Manufact. Holdings, Inc.","Consumer Discretionary","Auto Components"
"AXLA","Axcella Health Inc","Health Care","Biotechnology"
"AXNX","Axonics Modulation Technologies Inc","Health Care","Health Care Equipment & Supplies"
"AXP","American Express Company","Financials","Consumer Finance"
"AXR","AMREP Corporation","Industrials","Commercial Services & Supplies"
"AXS","Axis Capital Holdings Limited","Financials","Insurance"
"AXSM","Axsome Therapeutics Inc","Health Care","Pharmaceuticals"
"AXTA","Axalta Coating Systems Ltd","Materials","Chemicals"
"AXTI","AXT Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"AY","Atlantica Sustainable Infrastructure PLC","Utilities","Independent Power & Renewable Electricity Producers"
"AYI","Acuity Brands, Inc.","Industrials","Electrical Equipment"
"AYLA","Ayala Pharmaceuticals Inc","",""
"AYRO","AYRO Inc","",""
"AYTU","Aytu Bioscience Inc","Health Care","Pharmaceuticals"
"AYX","Alteryx Inc","Information Technology","Software"
"AZN","AstraZeneca plc (ADR)","Health Care","Pharmaceuticals"
"AZO","AutoZone, Inc.","Consumer Discretionary","Specialty Retail"
"AZPN","Aspen Technology, Inc.","Information Technology","Software"
"AZRE","Azure Power Global Ltd","Utilities","Independent Power & Renewable Electricity Producers"
"AZRX","AzurRx BioPharma Inc","Health Care","Biotechnology"
"AZUL","Azul SA (ADR)","",""
"AZZ","AZZ Inc","Industrials","Electrical Equipment"
"B","Barnes Group Inc.","Industrials","Machinery"
"BA","Boeing Co","Industrials","Aerospace & Defense"
"BABA","Alibaba Group Holding Ltd - ADR","Consumer Discretionary","Internet & Direct Marketing Retail"
"BAC","Bank of America Corp","Financials","Banks"
"BAC-L","Bank of America Corp","Financials","Banks"
"BAF","BlackRock Municipal Inc Invt Qlty Trust","",""
"BAH","Booz Allen Hamilton Holding Corporation","Information Technology","IT Services"
"BAK","Braskem SA (ADR)","",""
"BANC","Banc of California Inc","Financials","Banks"
"BAND","Bandwidth Inc","Communication Services","Diversified Telecommunication Services"
"BANF","BancFirst Corporation","Financials","Banks"
"BANR","Banner Corporation","Financials","Banks"
"BANX","StoneCastle Financial Corp","Financials","Capital Markets"
"BAP","Credicorp Ltd. (USA)","Financials","Banks"
"BASI","Bioanalytical Systems, Inc.","Health Care","Life Sciences Tools & Services"
"BATL","Battalion Oil Corp","Energy","Oil, Gas & Consumable Fuels"
"BATRA","Liberty Braves Group","Communication Services","Entertainment"
"BAX","Baxter International Inc","Health Care","Health Care Equipment & Supplies"
"BBAR","Banco Bbva Argentina SA (ADR)","Financials","Banks"
"BBBY","Bed Bath & Beyond Inc.","Consumer Discretionary","Specialty Retail"
"BBCP","Brundage-Bone Concrete Pmpg Hldg Inc","Industrials","Construction & Engineering"
"BBD","Banco Bradesco SA (ADR)","Financials","Banks"
"BBDC","Barings BDC Inc","Financials","Capital Markets"
"BBF","BlackRock Muni Income Investment Trust","",""
"BBGI","Beasley Broadcast Group Inc","Communication Services","Media"
"BBI","Brickell Biotech Inc","Health Care","Biotechnology"
"BBIO","BridgeBio Pharma Inc","Health Care","Biotechnology"
"BBK","BlackRock Municipal Bond Trust","",""
"BBL","BHP Group PLC (ADR)","Materials","Metals & Mining"
"BBN","Blackrock Taxable Municipal Bond Trust","",""
"BBQ","BBQ Holdings Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"BBSI","Barrett Business Services, Inc.","Industrials","Professional Services"
"BBVA","Banco Bilbao Vizcaya Argentaria SA (ADR)","Financials","Banks"
"BBW","Build-A-Bear Workshop, Inc","Consumer Discretionary","Specialty Retail"
"BBX","BBX Capital Corp","Consumer Discretionary","Hotels, Restaurants & Leisure"
"BBY","Best Buy Co Inc","Consumer Discretionary","Specialty Retail"
"BC","Brunswick Corporation","Consumer Discretionary","Leisure Products"
"BCBP","BCB Bancorp, Inc.","Financials","Banks"
"BCC","Boise Cascade Co","Materials","Paper & Forest Products"
"BCDA","BioCardia Inc","Health Care","Biotechnology"
"BCEI","Bonanza Creek Energy Inc","Energy","Oil, Gas & Consumable Fuels"
"BCEL","Atreca Inc","Health Care","Biotechnology"
"BCH","Banco de Chile (ADR)","Financials","Banks"
"BCLI","Brainstorm Cell Therapeutics Inc","Health Care","Biotechnology"
"BCML","BayCom Corp","Financials","Banks"
"BCO","Brink's Company","Industrials","Commercial Services & Supplies"
"BCOR","Blucora Inc","Financials","Capital Markets"
"BCOV","Brightcove Inc","Information Technology","IT Services"
"BCOW","1895 Bancorp of Wisconsin Inc","Financials","Thrifts & Mortgage Finance"
"BCPC","Balchem Corporation","Materials","Chemicals"
"BCRX","BioCryst Pharmaceuticals, Inc.","Health Care","Biotechnology"
"BCS","Barclays PLC (ADR)","Financials","Banks"
"BCSF","Bain Capital Specialty Finance Inc","Financials","Capital Markets"
"BCTF","Bancorp 34 Inc","Financials","Thrifts & Mortgage Finance"
"BCV","Bancroft Fund Ltd.","",""
"BCV-A","Bancroft Fund Ltd","",""
"BCX","BlackRock Resources&Commdts Strtgy Trst","",""
"BCYC","Bicycle Therapeutics PLC (ADR)","Health Care","Biotechnology"
"BDC","Belden Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"BDGE","Bridge Bancorp, Inc.","Financials","Banks"
"BDJ","BlackRock Enhanced Dividend Achievers Tr","",""
"BDL","Flanigan's Enterprises, Inc.","Consumer Discretionary","Hotels, Restaurants & Leisure"
"BDN","Brandywine Realty Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"BDR","Blonder Tongue Labs, Inc.","Information Technology","Communications Equipment"
"BDSI","BioDelivery Sciences International, Inc.","Health Care","Pharmaceuticals"
"BDTX","Black Diamond Therapeutics Inc","",""
"BDX","Becton Dickinson and Co","Health Care","Health Care Equipment & Supplies"
"BE","Bloom Energy Corp","Industrials","Electrical Equipment"
"BEAM","Beam Therapeutics Inc","Health Care","Biotechnology"
"BEAT","BioTelemetry Inc","Health Care","Health Care Providers & Services"
"BECN","Beacon Roofing Supply, Inc.","Industrials","Trading Companies & Distributors"
"BEDU","Bright Scholar Education Holdngs Ltd-ADR","Consumer Discretionary","Diversified Consumer Services"
"BELFA","Bel Fuse, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"BEN","Franklin Resources, Inc.","Financials","Capital Markets"
"BEP-A","Brookfield Renewable Partners LP","Utilities","Independent Power & Renewable Electricity Producers"
"BERY","Berry Global Group Inc","Materials","Containers & Packaging"
"BEST","BEST Inc (ADR)","Industrials","Air Freight & Logistics"
"BF.B","Brown-Forman Corporation","Consumer Staples","Beverages"
"BFAM","Bright Horizons Family Solutions Inc","Consumer Discretionary","Diversified Consumer Services"
"BFC","Bank First Corp","Financials","Banks"
"BFIN","BankFinancial Corporation","Financials","Banks"
"BFK","Blackrock Municipal Income Trust","",""
"BFO","BlackRock Florida Municipal 2020 Term Tr","",""
"BFS","Saul Centers Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"BFST","Business First Bancshares Inc","Financials","Banks"
"BFY","Blackrock New York Municipal Incme Tr II","",""
"BFYT","Benefytt Technologies Inc","Financials","Insurance"
"BFZ","Blackrock California Mun. Income Trust","",""
"BG","Bunge Ltd","Consumer Staples","Food Products"
"BGB","Blackstone / GSO Strategic Credit Fund","",""
"BGCP","BGC Partners, Inc.","Financials","Capital Markets"
"BGFV","Big 5 Sporting Goods Corporation","Consumer Discretionary","Specialty Retail"
"BGG","Briggs & Stratton Corporation","Industrials","Machinery"
"BGI","Birks Group Inc","Consumer Discretionary","Specialty Retail"
"BGNE","Beigene Ltd (ADR)","Health Care","Biotechnology"
"BGR","Blackrock Energy and Resources Trust","",""
"BGS","B&G Foods, Inc.","Consumer Staples","Food Products"
"BGSF","BG Staffing Inc","Industrials","Professional Services"
"BGT","BlackRock Floating Rate Income Trust","",""
"BGX","Blackstone/GSO Long-Short Credit Income","",""
"BGY","Blackrock Enhanced Internationl Dvdnd Tr","",""
"BH","Biglari Holdings Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"BH.A","BIGLARI HOLDINGS INC","Consumer Discretionary","Hotels, Restaurants & Leisure"
"BHAT","Blue Hat Interactv Entrtnmnt Technlgy","Communication Services","Entertainment"
"BHB","Bar Harbor Bankshares","Financials","Banks"
"BHE","Benchmark Electronics, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"BHF","Brighthouse Financial Inc","Financials","Insurance"
"BHK","BlackRock Core Bond Trust","",""
"BHLB","Berkshire Hills Bancorp, Inc.","Financials","Banks"
"BHP","BHP Group Ltd (ADR)","Materials","Metals & Mining"
"BHR","Braemar Hotels & Resorts Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"BHR-B","Braemar Hotels & Resorts Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"BHR-D","Braemar Hotels & Resorts Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"BHTG","BioHiTech Global Inc","Industrials","Commercial Services & Supplies"
"BHV","BlackRock Virginia Municipal Bond Trust","",""
"BHVN","Biohaven Pharmaceutical Holding Co Ltd","Health Care","Biotechnology"
"BIDU","Baidu Inc (ADR)","Communication Services","Interactive Media & Services"
"BIF","Boulder Growth & Income Fund","",""
"BIG","Big Lots, Inc.","Consumer Discretionary","Multiline Retail"
"BILI","Bilibili Inc - ADR","Communication Services","Entertainment"
"BILL","Bill.com Holdings Inc","Information Technology","Software"
"BIMI","BOQI International Medical Inc","Industrials","Machinery"
"BIO","Bio-Rad Laboratories, Inc.","Health Care","Life Sciences Tools & Services"
"BIO.B","BIO-RAD LABORATORIES INC","Health Care","Life Sciences Tools & Services"
"BIOC","Biocept Inc","Health Care","Biotechnology"
"BIOL","BIOLASE Inc","Health Care","Health Care Equipment & Supplies"
"BIOX","Bioceres Crop Solutions Corp","Consumer Staples","Food Products"
"BIP","Brookfield Infrastructure Partners L.P.","Utilities","Multi-Utilities"
